,Academic Affiliation(s)
2000,Jieyang Vocational Institute
2001,Fujian International Business & Economic College
2002,Guangxi Normal University;Guangxi Normal University
2003,Jinhua Vocational School
2004,Zhejiang Sci-Tech University
2005,Wuhan Textile University
2006,Aba Community College for Teachers
2007,Shenzhen University
2008,Qufu Normal University;Qufu Normal University
2009,Guizhou University
2010,National Taiwan Normal University
2011,Shanghai Second Polytechnic University
2012,Jiujiang vocational college;Jiujiang vocational college
2013,Suihua College;Suihua College
2014,Suihua College
2015,Northeast Forestry University
2016,Changchun University
2017,Changzhou Institute of Technology
2018,Hunan Investment and Trade Vocational School
2019,Nanjing University of Aeronautics and Astronautics
2020,Southwest University;Beijing Language and Culture University
2021,Shanxi Investment and Trade Institute
2022,Hainan University
2023,National Chuanghua University of Education
2024,Changzhou Institute of Technology
2025,Dalian University of Foreign Languages
2026,Changshu Institute of Technology
2027,Chuzhou University
2028,Taiyuan Normal University
2029,Ningbo Education Institute
2030,Zhejiang Wanli University
2031,Shenyang Normal University
2032,Shenyang Normal University
2033,Huaibei Normal University
2034,Liupanshui Normal College
2035,Hechi University
2036,Hunan First Normal University/Shanghai International Studies University
2037,Sun Yat-Sen University
2038,Hubei University for Nationalities
2039,Dalian University of Technology;Dalian University of Technology;
2040,Guangdong University of Foreign Studies;Guangdong University of Foreign Studies
2041,"Beijing University of Science & Technology,Beijing University of Science & Technology "
2042,Dalian University of TechnologyDalian University of Technology
2043,Shaanxi Chinese Medicine Institute
2044,Henan Quality Engineering Institute
2045,Guangdong University of Foreign Studies;Guangdong University of Foreign Studies
2046,Xiamen University/Shanghai International Studies University
2047,Hong Kong Polytechnic University
2048,Changshu Institute of Technology;Chongqing Institute of Communications;Suzhou University
2049,Southwest University of Political Science and Law
2050,Hunan International Business Vocational College 
2051,Zhejiang University of Technology
2052,Huaiyin Normal University
2053,Hunan Artisan School/Central South University
2054,Shijiazhuang School of Infantry;Shijiazhuang School of Infantry;
2055,PLA University of Foreign Language
2056,Tangshan College
2057,Southwest University
2058,Guangxi University;Guangxi University 
2059,Guangxi Normal University
2060,Xi'an University of Posts and Telecommunications
2061,Lianyungang Teachers' College
2062,China Environmental Science Management Institute;China Environmental Science Management Institute;Shijiazhuang Railroad University
2063,Hainan University
2064,Huanghe Science and Technology College
2065,Sichuan University
2066,Tianjin Maritime Institute;Special Armed Forces Academy
2067,Shaanxi Chinese Medicine Institute
2068,China International Trade Promotion Committee
2069,Jishou University
2070,Beihua University
2071,Weifang Medical University
2072,Jianxiong Vocational School
2073,Hangzhou Normal University
2074,China Three Gorges University
2075,Jilin Jianzhu University
2076,Taiyuan University of Technology
2077,Northeastern University
2078,Chang'an University
2079,Taizhou Teachers' College
2080,Dalian University of Foreign Languages;Dalian University of Technology
2081,Macquarie University
2082,Fujian Normal University
2083,Tianjin Foreign Studies University
2084,China University of Geosciences;China University of Geosciences;China University of Geosciences
2085,Beijing Institute of Technology;Zhuhai Investment Bureau
2086,Fu Jen Catholic University
2087,Northeast Forestry University;Heilongjiang Nongken Vocational College
2088,Huaiyin Advanced Vocational & Technical School of Health
2089,Jiangxi Normal University;Guangdong University of Foreign Studies
2090,Jiangsu University of Technology for Teachers
2091,Hubei University of TechnologyHubei University of Technology
2092,Xi'an International Studies University
2093,Jiangxi Normal University;Jiangxi Normal University; 
2094,Zhengzhou University
2095,Guangzhou Yucai Middle School;Guangdong University of Foreign Studies
2096,China University of Mining and Technology
2097,Xi'an International Studies University
2098,National Taiwan Normal University
2099,University of Shanghai for Science and Technology;University of Shanghai for Science and Technology
2100,Northwest Normal University
2101,Anhui Polytechnic University;Anhui Polytechnic University
2102,Xiamen University
2103,Hubei University of Economics
2104,Changchun University of Science and Technology
2105,Tianjin Foreign Studies University
2106,Taizhou University
2107,Guangxi UniversityGuangxi University;
2108,Henan University
2109,Fu Jen Catholic University ;Chihlee institute of technology
2110,Wuhan Textile University
2111,Huangshi Polytechnic University;Huangshi Polytechnic University 
2112,Shihezi University;
2113,Shenyang Medical College;Shenyang Medical College;
2115,Changzhou Institute of Technology;Changzhou Institute of Technology;Changzhou Institute of Technology; 
2116,Tianjin University of Science & Technology
2117,Guangxi University
2118,Jianxiong Vocational School
2119,Taizhou Teachers' College
2120,East China University of Science and Technology;Jiangxi University of Finance and Economics;Jiangxi University of Finance and Economics;
2121,Shandong Foreign Trade Institute
2122,Nanjing University of Chinese Medicine;Nanjing University of Chinese Medicine
2123,Liaoning University
2124,Guilin University of Electronics and Technology
2125,Dalian University of Foreign Languages
2126,Guangxi Normal University;Guangxi Normal University;
2127,Guizhou University
2128,Suqian College
2129,Nanjing University;Nanjing University
2130,Huaiyin Institute of Technology;Nanjing College of Chemical Technology
2131,Northeast Agricultural University;Northeast Agricultural University;Northeast Agricultural University
2132,Southwest University for Nationalities;University of Electronic Science and Technology of China
2133,Guangxi University
2134,Hengyang Normal University;
2135,China Jiliang University
2136,Suzhou University of Science and Technology
2137,Chongqing University of Arts and Science
2138,Guangdong University of Foreign Studies
2139,Ludong University
2140,East China Jiaotong University
2141,Shenyang Normal University
2142,South Central University for Nationalities;Hunan University of Arts and Science
2143,East China Jiaotong University
2144,Dalian University
2145,University of Electronic Science and Technology of China
2146,Shanghai Maritime University
2147,Huaihai Institute of Technology
2148,South China Normal University
2149,Huizhou Agricultural Institute/Guangdong University of Foreign Studies 
2150,Xinjiang Language Committee 
2151,Zhejiang University of Technology
2152,Huaihai Institute of Technology
2153,Guangxi Normal University
2154,Hunan Artisan School
2155,Hunan University of Arts and Science
2156,Sichuan International Studies University
2157,Xi'an Foreign Affairs Institute
2158,Hainan University
2159,Guangxi University;Guangxi University 
2160,Xiamen University
2161,Tianjin Foreign Studies University
2162,Tianjin University of Science & Technology
2163,Bengbu  College 
2164,Guizhou University
2165,Neijiang Normal University
2166,Wuhu Vocational College of Information Technology/Nanjing University
2167,Hunan University of Science and Technology
2168,Hunan Vocational College of Technology
2169,Lanzhou University of Finance & Economics
2170,Chang'an University
2171,Huaihai Institute of Technology
2172,Huzhou Vocational Technical College
2173,Zhengzhou University
2174,Chongqing Technology and Business University
2175,Zhejiang Business Technology Institute
2176,Shandong Academy of Fine Arts
2177,Beijing University of Aeronautics & Astronautics
2178,Yanshan University
2179,Fuyang Teachers College
2180,Sichuan University
2181,Hubei University of Economics
2182,North China University of Water Resources and Electric Power
2183,Yunnan University
2184,Henan Foreign Affairs Office
2185,Guiyang College of Traditional Chinese Medicine
2186,Chengdu Aeronatucis Vocational Institute;Chengdu Aeronatucis Vocational Institute;
2187,Guangdong University of Technology
2188,Ningbo University of Technology;Ningbo University of Technology
2189,Guangdong University of Foreign Studies
2190,Anhui Normal University
2191,Shanghai Lida Vocational School 
2192,Minjiang University
2193,Monterey Institute of International Studies
2194,Chuzhou University
2195,Beifang University of Nationalities
2196,Xingtai University
2197,Changchun Institute Of Technology
2198,Dalian University of Foreign Languages
2199,Guangxi Normal University
2200,Luoyang Institute of Science and Technology
2201,Beijing University for Information Technology
2202,Beifang University of Nationalities
2203,Tsinghua University/Beijing Foreign Studies University;Beijing Foreign Studies University
2204,Northwest University for Nationalities
2205,Jilin Huaqiao Foreign Language Institute
2206,Dalian Ocean University 
2207,Ningbo Urban Institute
2208,Huizhou Agricultural Institute/Guangdong University of Foreign Studies 
2209,Xi'an University of Architecture and Technology;Xi'an University of Architecture and Technology;Xi'an University of Architecture and Technology
2210,Sichuan University;Translators Association  of China
2211,Fu Jen Catholic University;Fu Jen Catholic University;Guangdong Foreign Studies University
2212,Nanjing Institute of Technology
2213,Nanjing University of Technology
2214,Taiyuan University of Technology
2215,Dalian University
2216,Fuzhou College of Foreign Studies and Trade
2217,Jiangsu University
2218,South China Agricultural University
2219,University of Shanghai for Science and Technology;University of Shanghai for Science and Technology
2220,PLA University of International Relations
2221,Guangdong College Institute of Public Administration;Guangdong College Institute of Public Administration 
2222,Taizhou Vocational School
2223,Shanghai Maritime University
2224,Chang'an University
2225,Shangqiu Vocational School
2226,Zhejiang Guangxia College of Applied Construction TechnologyZhejiang Guangxia College of Applied Construction Technology;
2227,Zhejiang Guangxia College of Applied Construction TechnologyZhejiang Guangxia College of Applied Construction Technology;Zhejiang Guangxia College of Applied Construction Technology;
2228,Guangxi Contemporary Vocational School
2229,Zhenjiang Community College;Jiangsu Changzhou Higher Vocational School of Construction
2230,Anshan Normal College
2231,Hunan Biological Electromechanical Vocational Technical College
2232,Jiangsu Institute of Food Science
2233,Handan CollegeHandan College
2234,Fujian Normal University
2236,Huanghuai University
2237,Baotou Vocational School
2238,Beifang University of Nationalities
2239,Beifang University of Nationalities
2240,Hainan University
2241,Hechi University
2242,China University of Mining and Technology
2243,Guizhou UniversityGuizhou University;
2244,Tianjin University of Science & Technology
2245,China Foreign Affairs University
2246,Guangxi University
2247,Guangxi University of Chinese Medicine;Guangxi University of Chinese Medicine;Shaanxi Chinese Medicine Institute
2248,Guangxi University of Finance and Economics
2249,Guangdong University of Foreign Studies
2250,University of International Business and Economics;Shanghai International Studies University
2251,City University of Hong Kong/Jiangsu University
2252,Guangzhou International Economics College
2253,Changzhou Institute of Technology
2254,Sichuan International Studies University
2255,Lanzhou University of Finance & Economics
2256,Hunan Vocational College of Technology
2257,Xi'an International Studies University;Xi'an International Studies University
2258,Shanghai International Studies University
2259,Shanghai International Studies University/Xiamen University
2260,Southwest University for Nationalities;Southwest University for Nationalities;
2261,Wenzhou Medical University
2262,Guangzhou University
2263,Guangxi University;Guangxi University;
2264,Nanjing Forestry University
2265,Guangdong Baiyun University
2266,Lishui University
2267,Guangdong University of Foreign Studies
2268,Xiangtan University
2269,National Taiwan University;National Taiwan University;
2270,Lanzhou University of Finance & Economics
2271,Zhejiang Normal University
2272,Zhongshan Vocational College
2273,Zhejiang Wanli University
2274,Liaoning University
2275,Jiujiang University
2276,China University of Petroleum
2277,Shandong Jiaotong University;Shandong Jiaotong University 
2278,Suqian College
2279,Hubei University
2280,The Second Military Medical University
2281,Guangdong University of Foreign Studies
2282,Lishui University
2283,Zhejiang University of Technology;Zhejiang University of Technology;Zhejiang University of Technology;
2284,Guiyang College of Traditional Chinese Medicine
2285,Ocean University of China;
2286,Yulin Normal University
2287,Anhui Jianzhu University
2288,Nanjing Institute of Technology
2289,Hangzhou Normal University
2290,The Second Military Medical University
2291,Huzhou Normal University
2292,Sichuan International Studies University
2293,Shandong University
2294,Luoyang Normal University
2295,Guangdong University of Foreign Studies
2296,Jiangsu United Vocational Institute
2297,Gannan Normal University;Gannan Normal University
2298,Southwest University for Nationalities;University of Electronic Science and Technology of China
2299,Anshun University
2300,China University of Geosciences
2301,Nanchang Aeronautics University/Shanghai International Studies University;Nanchang Aeronautics University 
2302,Quanzhou Normal University
2303,Anshun University
2304,Huaiyin Normal University;
2305,Shanghai International Studies University/University of South China
2306,Luoyang Normal University
2307,Air Force Engineering University of PLA
2308,Jiangsu University of Science and Technology
2309,Nanjing Institute of Technology
2310,Anhui Polytechnic University;Anhui Polytechnic University
2311,Guangdong University of Foreign Studies;
2312,Guangzhou University
2313,Zhejiang Ocean University
2314,Hangzhou Dianzi University
2315,Henan Agricultural University
2316,Hubei University of Technology
2317,Taiyuan University
2318,Guangdong University of Foreign Studies
2319,Henan University of Science and Technology
2320,Northeastern University
2321,China University of Mining and Technology
2322,Hong Kong Polytechnic University;Beijing Foreign Studies University
2323,Nanjing University of Aeronautics and Astronautics
2324,Gannan Normal University
2325,Jiuzhou Vocational School
2326,Dalian University of Technology;Dalian University of Technology
2327,Guangxi Construction Polytechnic College;Guangxi Normal University
2328,Guangxi Normal University
2329,Zhejiang University
2330,China University of Petroleum
2331,Guangdong University of Foreign Studies;Guangdong University of Foreign Studies
2332,Guangdong University of Foreign Studies;Guangdong University of Foreign Studies
2333,Nanjing University;Nanjing University;Nanjing University
2334,Tangshan College;Tangshan College;
2335,Tianjin University of Science & Technology
2336,Hubei University
2337,Xi'an Fanyi University
2338,Guangxi University;Guangxi University
2339,Hebei United University
2340,Beijing Language and Culture University
2341,Nanjing University of Aeronautics and Astronautics
2342,Yancheng Institute of Technology
2343,Huaihai Institute of Technology
2344,Nanjing Arts University
2345,Anhui Jianzhu University
2346,Tianjin University of Finance & Economics
2347,Hunan Environmental Science Institute
2348,"Fu Jen Catholic University,National Taiwan Normal University"
2349,Zhengzhou Normal University;Macquarie University
2350,China Institute of Industrial Relations
2351,Beijing Language and Culture University
2352,Jiuzhou Vocational School
2353,Dalian University of Technology
2354,Yangtze University
2355,Sichuan International Studies University
2356,Xiamen University of Technology
2357,Yulin Normal University;Yulin Normal University
2358,Xiamen University of Technology;Xiamen University of Technology;
2359,Anyang Institute of Technology
2360,Dalian Ocean University 
2361,Nanjing College of Chemical Technology
2362,Harbin Normal University
2363,Northeastern University
2364,Shenzhen University;Shanghai International Studies University
2365,Shenzhen University
2366,Shanghai Second Polytechnic University;Shanghai University of Engineering Science
2367,Fuzhou College of Foreign Studies and Trade
2368,Hebei University of Technology;Hebei University of Technology
2369,Hebei University/Tangshan College
2370,Shanghai Second Polytechnic University;
2371,Guangxi University
2372,Gannan Normal University
2373,Taizhou Vocational School
2374,Dalian Polytechnic University;Dalian Polytechnic University
2375,Yanshan University;Yanshan University
2376,Wuhan Steel Group
2377,Renmin University
2378,Sichuan International Studies University
2379,Hong Kong Polytechnic University;Hong Kong Polytechnic University
2380,Fudan University
2381,Kunming Metallurgy Community College
2382,Guangxi Foreign Affairs Office
2383,Guangdong College Institute of Public Administration
2384,Harbin Normal University;Harbin Normal University;Harbin Normal University;
2385,Northeast Agricultural University
2386,Zhengzhou University
2387,Zhejiang Doctors' School
2388,Shanghai University
2389,Capital Normal University
2390,Zhejiang Ocean University
2391,Hunan First Normal University
2392,Hechi University
2393,Guangdong College Institute of Public Administration
2394,Agricultural University of Hebei
2395,Taiyuan Normal University
2396,Nanjing University;Nanjing University;Nanjing University
2397,Guangdong Polytechnic Normal University
2398,Hainan Normal University
2399,Hainan University
2400,Northeast Dianli University
2401,Honghe University
2402,Southwestern University of Finance and Economics;Southwestern University of Finance and Economics;
2403,Xiamen University of Technology
2404,Zhengzhou Institute for Light Industries
2405,Nantong Vocational School
2406,Ningbo University/Shanghai International Studies University;Shanghai International Studies University
2407,Huazhong Agricultural University
2408,Guangdong University of Foreign Studies
2409,Fujian Normal University
2410,Jiujiang University
2411,Jieyang Vocational Institute
2412,Henan University
2413,Zhoukou Normal University
2414,Sichuan International Studies University
2415,China University of Mining and Technology
2416,Tianjin Maritime Institute
2417,Henan University of Technology
2418,Huizhou Agricultural Institute/Guangdong University of Foreign Studies 
2419,Zhengzhou Institute of Aeronautical Industry Management
2420,Zhejiang Shuren University;
2422,Southwest University
2423,Northwest University for NationalitiesNorthwest University for Nationalities;
2424,Luoyang Institute of Science and Technology
2425,Luoyang Normal University
2426,Luoyang Normal University
2427,Zhejiang Ocean University
2428,Shanghai International Studies University;
2429,South China Normal University
2430,Zhengzhou Tourism College;Henan Vocational & Technical College
2431,Shanghai Jiaotong University;Shanghai Jiaotong University;
2432,Shenyang Aerospace University;Shenyang Aerospace University
2433,Shanghai University of Engineering Science;Shanghai University of Engineering Science;
2434,Ningbo Vocational Institute
2435,Yanshan UniversityYanshan University;
2436,Henan University of Economics and Law
2437,Henan University of Science and Technology
2438,Zhejiang Normal University;Zhejiang Normal University; 
2439,Dalian University of Technology;Dalian University of Technology
2440,Southwestern University of Finance and Economics
2441,Changchun University of Technology
2442,Zhejiang University of Technology
2443,South China Agricultural University
2444,Shaanxi Education Institute
2445,Yanhuang Vocational School
2446,Cangzhou College of Vocational and Technology;Cangzhou College of Vocational and Technology;
2447,Tourism College of Zhejiang
2448,Shenyang Normal University
2449,Zhengzhou Tourism College
2450,Naval Equipment Research Institute
2451,Weihai Vocational School
2452,Tianjin Urban Design University
2453,Jiangxi University of Finance and Economics
2454,Hechi University;
2455,Anhui Business and Investment Institute
2456,Heilongjiang Agricultural Engineering Vocational College
2457,Yangtze University
2458,Silver Group
2459,Zhangzhou Urban Institute
2460,Shenyang Airplane Manufacturing Company
2461,Guilin University of Technology
2462,Shandong Institute of Business and Technology;Shandong Institute of Business and Technology
2463,Gannan Normal University
2464,Fujian Huanan Women's College
2465,Guangdong University of Foreign Studies 
2466,Jimei University
2467,Guangdong University of Foreign Studies
2468,South China University of Technology
2469,South China Normal University
2470,National Taiwan University of Science and Technology
2471,Henan Polytechnic Institute
2472,Yangtze University
2473,Gannan Normal University;Jiangxi Normal University; 
2474,Dalian University of Technology;Dalian University of Technology 
2475,Beijing Language and Culture University
2476,Jiangsu University of Technology for Teachers
2477,Xiangfan Institute
2478,Nanjing Normal University;Nanjing Population Management Institute
2479,Central South University
2480,Fuyang Teachers College;Bengbu  College 
2481,Suzhou College of Information Technology
2482,Shenzhen University
2483,Shenzhen University
2484,Hunan University of Science and Technology
2485,Changsha Normal University;
2486,Gansu Agricultural University
2487,Guilin University of Electronics and Technology
2488,Hunan University of Arts and Science
2490,Southwest China University of Petroleum
2491,Sichuan University
2492,Jilin Jianzhu University;Jilin Jianzhu University;Jilin Jianzhu University
2493,Hubei University of Automotive Technology
2494,Ludong University;Ludong University
2495,Guilin University of Technology
2496,Shandong Institute of Business and Technology;Shandong Institute of Business and Technology
2497,Zhongkai University of Agriculture and Engineering
2498,Taizhou Institute of Technology
2499,Yancheng Normal University;
2500,East China Institute of Technology
2501,Huaihua University;Huaihua University
2502,Ludong University
2503,Shenyang University
2504,Huzhou Vocational and Technical College
2505,Qiqihar University;Qiqihar University;Qiqihar University;
2506,Tianjin University of Science & Technology;Tianjin University of Science & Technology
2507,Anhui University
2508,Handan College;Handan College 
2509,Guangdong University of Foreign Studies
2510,Beijing Forestry University
2511,Nanchang Institute of Technology
2512,Hainan University
2513,South China Normal University/Guangdong University of Foreign Studies
2514,Liaoning Construction Institute
2515,Shenyang Normal University
2516,Minnan Normal University;Kunming Institute
2517,Jiangxi University of Finance and Economics
2518,China Foreign Affairs University
2519,Guangdong University of Foreign Studies
2520,Ningbo University;Ningbo University
2521,Hunan City University;China West Normal University
2522,Zhejiang Wanli University;Zhejiang Wanli University;Zhejiang Wanli University;
2523,Suihua College
2524,Hunan School of Mass Communication
2525,Gannan Normal University;
2526,Minjiang University
2527,Nanjing Xiaozhuang University
2528,Yangtze University
2529,Lishui University
2530,Suihua College
2531,Nantong University
2532,North China Electric Power University
2533,North China University of Technology
2534,Guilin Normal Teacher's College
2535,Nanjing Normal University
2536,Gannan Normal University;Gannan Normal University
2537,Shanghai University of Engineering Science;Shanghai University of Engineering Science;
2538,Yangtze University
2539,Suihua College
2540,Guilin Normal Teacher's College
2541,Zhengzhou University
2542,Chuzhou University
2543,Liaoning Normal University;
2544,Shanghai University of International Business and Economics
2545,Guangxi University;
2546,Zhongkai University of Agriculture and Engineering
2547,Jiangsu United Vocational Institute
2548,Northwestern Polytechnical University
2549,China University of Mining and Technology
2550,Hubei University of Automotive Technology
2551,China University of Mining and Technology;China University of Mining and Technology
2552,Wuhan University of Science and Technology
2553,Chengdu East Software IT Institute
2554,Shanghai University;Anshun University
2555,Hubei University of Automotive Technology
2556,Hunan International Business Vocational College 
2557,Henan Science Institute
2558,Changzhou College of Information Technology
2559,Zhaoqing university
2560,Guangdong Business School
2561,University of South China
2562,Northwest University for Nationalities
2563,Ningbo University/Shanghai International Studies University
2564,Hasake Court System
2565,Hunan College of Foreign Studies;Hunan College of Foreign Studies
2566,Fuzhou University
2567,Sichuan International Studies University
2568,PLA University of Foreign Language
2569,Huazhong Agricultural University
2570,Minnan Normal University
2571,Shenyang Normal University
2572,Tianjin University of Science & Technology
2573,Northeastern University
2574,"Linguitronics,National Taiwan University"
2575,Beijing International Studies University
2576,Xi'an International Studies University
2577,Fujian International Business & Economic College
2578,Hainan Normal University
2579,Hengyang Normal University
2580,Guangdong Women's Polytechnic College
2581,Henan University of Technology;
2582,The Second Military Medical University
2583,Hefei University of Technology;Hefei University of Technology
2584,South China Normal University/Guangdong University of Foreign Studies
2585,Shandong Institute of Business and Technology;Shandong Institute of Business and Technology 
2586,Shanghai International Studies University
2587,Yancheng Institute of Technology
2588,Guangdong University of Foreign Studies
2589,Beijing University of Civil Engineering and Architecture
2590,Dalian University of Technology
2591,China University of Mining and Technology
2592,Ningbo Urban Institute
2593,Hainan Normal Language College of Professional Education
2594,Wuhan Transportation College
2595,Taizhou Vocational School
2596,Guangxi Normal University for Nationalities;
2597,Huaian College of Information Technology;Huaian College of Information Technology
2598,Zhejiang Economic and Trade Polytechnic Institute
2599,Guangdong Foreign Studies University
2600,Nanjing University of International Relations
2601,University of Vienna
2602,Universite Paris III
2603,Fudan University
2604,Beijing Language and Culture University
2605,Chengdu University of Technology/Sichuan University
2606,Xi'an International Studies University
2607,Shanghai International Studies University
2609,Guangdong Finance Institute
2610,University of Macau
2611,Guangdong Foreign Studies University
2612,Sichuan University
2613,United Nations
2614,Fudan University
2615,Guangdong Foreign Studies University
2616,University of International Business and Economics
2617,Xiamen University
2618,Fu Jen Catholic University
2619,Guangdong Foreign Studies University
2620,Beijing Language and Culture University
2621,Guangdong Foreign Studies University
2622,Guangdong Foreign Studies University
2623,Fu Jen Catholic University
2624,Xi'an Ouya Institute
2625,Xiamen University
2626,Yancheng Institute of Technology
2627,Guangdong University of Foreign Studies
2628,Guangdong University of Foreign Studies
2629,Qingdao Ocean Shipping Mariners College
2630,Guangdong Polytechnic Normal University/Guangdong University of Foreign Studies
2631,Changsha University of Science & Technology
2632,Southwest University for Nationalities
2633,Hebei Normal University;Hebei University
2634,Hong Kong Polytechnic University
2635,Northwest Normal University
2636,Zhangjiajie Institute of Aeronautical Engineering
2637,Beijing Language and Culture University
2638,Jiaying Institute
2639,Suzhou University of Science and Technology
2640,Tianjin University of Commerce;Tianjin University of Commerce; 
2641,Yunnan University
2642,Renmin University
2643,Dalian University of Technology;Dalian University of Foreign Languages
2644,Sichuan College of Architectural Technology
2645,China University of Geosciences;China University of Geosciences
2646,Zhejiang Ocean University
2647,Hangzhou Dianzi UniversityHangzhou Dianzi University
2648,Shanghai International Studies University
2649,China Women's University
2650,Guangxi University
2652,Hebei Normal University;Hebei Normal University; 
2653,Wuxi Business Community College
2654,Guangdong University of Foreign Studies
2655,ë?êÇü´Ñ??Ü?Øäç?Ü??Ü??;Southwest University
2656,Southwest University for Nationalities
2657,Gannan Normal University
2658,Lanzhou JiaoTong University
2659,Nanjing University of International Relations
2660,Guiyang UniversityGuiyang University
2661,Shenzhen University
2662,Wuhan University of Science and Technology
2663,PLA Information Engineering University
2664,Guangdong University of Foreign Studies
2665,Taizhou Vocational School
2666,Huaiyin Normal University
2667,Suzhou University
2668,Fujian Normal University
2669,Guilin Engineering Institute
2670,South China Normal University;Jiangxi University of Finance and Economics
2671,Dalian University;
2672,China University of Geosciences;China University of Geosciences;China University of Geosciences
2673,Ludong University
2674,South China Agricultural University
2675,Guangxi Normal University
2676,Beifang University of Nationalities
2677,Huazhong University of Science and Technology;Huazhong University of Science and Technology
2678,Lishui University
2679,Shandong Longkou Public Security Border Patrol
2680,Central South University
2681,Oklahoma State University;Oklahoma State University;Oklahoma State University;
2682,Qingdong Submarine Institute;PLA Luoyang Institute of Foreign Studies
2683,Heilongjiang Overseas Travel Agency
2684,Guangdong University of Foreign Studies
2685,Taizhou University
2686,Shaanxi Education Institute
2687,Suzhou University of Science and Technology
2688,Hunan Vocational College of Technology
2689,Gannan Normal University
2690,Guangxi Normal University
2691,Jishou University;Jishou University
2692,Huanggang Normal College
2693,Tianjin Agricultural University
2694,Yancheng Institute of Technology
2695,Guangzhou University
2696,Nanjing University
2697,Jiangnan University;Jiangnan University
2698,Jiangnan University;Jiangnan University
2699,Guangdong Peizheng College
2700,Shenyang Normal University;Shenyang Normal University
2701,Beifang University of Nationalities
2702,Hunan Ethnic Vocational School
2703,Gannan Normal University
2704,Northeastern University
2705,Guangxi Normal University
2706,China University of Mining and Technology
2707,Huanggang Normal College
2708,Huaian College of Information Technology
2709,Zhejiang Wanli University
2710,"Chang Jung Christian University,National Kaohsiung Normal University"
2711,Taiyuan Normal University
2712,Taiyuan Normal University
2713,Shaoguan University
2714,Anshun University
2715,Liaoning University
2716,Hubei Chinese Medicine Institute
2717,Shandong University of Science and Technology;Shandong Foreign Office
2718,City University of Hong Kong/Jiangsu University;Jiangsu University;Jiangsu University
2719,Luoyang Institute of Science and TechnologyLuoyang Institute of Science and Technology
2720,Guangdong University of Foreign Studies
2721,Beijing Language and Culture University
2722,Inner Mongolia University
2723,Wuhan University of Science and Technology;Huazhong University of Science and Technology
2724,Beijing Language and Culture University
2725,Chuzhou University
2726,South China Agricultural University;
2727,Guangdong Polytechnic Normal University;
2728,Guangdong Polytechnic Normal University;
2729,Northwest University for Nationalities
2730,Air Force Engineering University of PLA
2731,Huazhong University of Science and Technology
2732,Northeast Dianli University;Northeast Dianli University
2733,Fu Jen Catholic University
2734,National Taiwan Normal University;Taiwan Ministry of Foreign Affairs
2735,"National Chiao Tung University,National Taipei University"
2736,Rizhao Vocational School;Rizhao Vocational School
2737,Guangdong Peizheng College
2738,Ludong University
2739,Guilin University of Electronics and Technology
2740,China Foreign Affairs University
2741,Beijing Language and Culture University
2742,Guangdong Polytechnic Normal University
2743,Guangxi University;Guangxi University;Guangxi University
2744,Zhejiang Economic and Trade Polytechnic Institute
2745,Jianxiong Vocational School
2746,Handan College;Handan College
2747,Jilin Agricultural Institute
2748,Beijing University of Aeronautics & Astronautics;Inner Mongolia Agricultural University
2749,Guangdong University of Foreign Studies;Guangdong University of Foreign Studies;
2750,Henan Polytechnic University
2751,Guangdong University of Foreign Studies
2752,Gannan Normal University
2753,PLA Naval Commander's Academy
2754,Guangdong Teachers' College of Foreign Language & Art/South China Normal University;Guangdong Yiyang Information Technology Company
2755,Air Force Engineering University of PLA
2756,Shenzhen Polytechnic Institute
2757,Zhejiang Ocean University
2758,Shanghai University of Finance and Economics;Shanghai University of Finance and Economics
2759,Changzhou Institute of Technology
2760,Fudan University;
2761,Harbin Finance University;Fuyuan Foreign Affairs Office
2762,Northwest University
2763,Qiannan Normal College for Nationalities;
2764,Shanxi University
2765,Xi'an Fanyi University
2766,Ningxia Teachers' University;Daqing Normal University
2767,Guizhou Party School
2768,Beijing Normal University
2769,Dalian University of Technology;Dalian Maritime University
2770,Sun Yat-Sen University
2771,Beifang University of Nationalities
2772,Chengdu University
2773,Anhui University of TechnologyAnhui University of Technology;
2774,Tianjin Foreign Studies University
2775,East China Jiaotong University
2776,Jining University
2777,Hunan International Economics University
2778,Beijing Language and Culture University
2779,Shenzhen University
2780,Guangxi Normal University
2781,Fudan University;Fudan University
2782,Weifang Medical University
2783,Nantong Vocational School
2784,Northeastern University;Northeastern University
2785,Xi'an University of Arts and Science
2786,Guangdong University of Foreign Studies
2787,Xiamen University;
2788,Qingyuan Polytechnic Institute
2789,Nantong University
2790,Luoyang Institute of Science and Technology
2791,Mianyang Teachers' College
2792,Guangdong University of Foreign Studies
2793,Jiangsu University of Technology for Teachers
2794,Zhejiang Wanli University
2795,Xi'an University of Architecture and Technology;Xi'an University of Architecture and Technology
2796,Sichuan Agricultural University
2797,Xi'an Foreign Affairs Institute
2798,Shanghai Jiaotong University;Shanghai Jiaotong University; 
2799,Shenyang Normal University
2800,Guangdong University of Technology
2801,China Jiliang University
2802,Guangdong University of Foreign Studies
2803,Jiangxi University of Finance and Economics
2804,Southwestern University of Finance and Economics
2805,Guangdong Institute of Science and Investment
2806,Nantong University
2807,Anhui Normal University
2808,Northwest University for Nationalities
2809,Hebei Normal University of Science & Technology;Hebei Normal University of Science & Technology;Hebei Normal University of Science & Technology;Hebei Normal University of Science & Technology;Hebei Normal University of Science & Technology;
2810,Guangdong University of Foreign Studies
2811,Liaoning University
